Product Name,Slug,Category,Price (EUR),Compare-At Price (EUR),In Stock,Image URL,Description
Heera Moong Dall Washed 2kg,heera-moong-dall-washed-2kg,lentils,7.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-07-at-3.19.29-PM.jpeg,Heera Moong Dall Washed 2kg
Heera Toor Dall Plain 2kg,heera-toor-dall-plain-2kg,lentils,9.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-07-at-3.11.07-PM-rotated.jpeg,Heera Toor Dall Plain 2kg
Heera Chana Dall 2kg,heera-chana-dall-2kg,lentils,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-07-at-3.10.41-PM-rotated.jpeg,Heera Chana Dall 2kg
Heera Rose Coco Beans 2kg,heera-rose-coco-beans-2kg,lentils,11.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-07-at-3.10.30-PM-rotated.jpeg,Heera Rose Coco Beans 2kg
Heera Urid Whole Gota 2kg,heera-urid-whole-gota-2kg,lentils,7.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-07-at-3.01.07-PM.jpeg,Heera Urid Whole Gota 2kg
Heera Red Split Lentils (Masoor Dall) 2kg,heera-red-split-lentils-masoor-dall-2kg,lentils,6.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-07-at-3.00.50-PM-rotated.jpeg,Heera Red Split Lentils (Masoor Dall) 2kg
Heera Moong Whole 2kg,heera-moong-whole-2kg,lentils,8.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-07-at-3.00.33-PM-rotated.jpeg,Heera Moong Whole 2kg
Heera Sago Seed 1.5kg,heera-sago-seed-1-5kg,lentils,8.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-4.05.12-PM-rotated.jpeg,Heera Sago Seed 1.5kg
Heera Urid Dall Washed 2kg,heera-urid-dall-washed-2kg,lentils,8.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-4.04.58-PM-rotated.jpeg,Heera Urid Dall Washed 2kg
Heera Red Chowri 2kg,heera-red-chowri-2kg,lentils,9.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-4.04.44-PM-rotated.jpeg,Heera Red Chowri 2kg
East End Crushed Wheat 1.5kg,east-end-crushed-wheat-1-5kg,wheat-grains,6.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-3.59.39-PM.jpeg,East End Crushed Wheat 1.5kg
East End Popcorn 2kg,east-end-popcorn-2kg,wheat-grains,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-3.59.25-PM-rotated.jpeg,East End Popcorn 2kg
East End Cow Peas (Red Chouri) 2kg,east-end-cow-peas-red-chouri-2kg,lentils,10.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-3.59.08-PM-rotated.jpeg,East End Cow Peas (Red Chouri) 2kg
East End Rose Coco Beans 2kg,east-end-rose-coco-beans-2kg,lentils,11.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-3.53.54-PM-rotated.jpeg,East End Rose Coco Beans 2kg
East End White Kidney Beans 2kg,east-end-white-kidney-beans-2kg,lentils,9.99,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-3.53.41-PM-rotated.jpeg,East End White Kidney Beans 2kg
East End Dark Red Kidney Beans 2kg,east-end-dark-red-kidney-beans-2kg,lentils,10.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-3.53.31-PM-rotated.jpeg,East End Dark Red Kidney Beans 2kg
East End Black Eye Beans 2kg,east-end-black-eye-beans-2kg,lentils,9.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-3.46.04-PM-rotated.jpeg,East End Black Eye Beans 2kg
East End Yellow Gram (Kala Chana) 2kg,east-end-yellow-gram-kala-chana-2kg,lentils,7.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-3.45.52-PM-rotated.jpeg,East End Yellow Gram (Kala Chana) 2kg
East End Chick Peas 2kg,east-end-chick-peas-2kg,lentils,8.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-3.45.40-PM-rotated.jpeg,East End Chick Peas 2kg
East End Yellow Split Peas 2kg,east-end-yellow-split-peas-2kg,lentils,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/East-End-Yellow-Split-Peas-2kg.jpg,East End Yellow Split Peas 2kg
East End Green Lentils 2kg,east-end-green-lentils-2kg,lentils,9.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-3.20.49-PM-rotated.jpeg,East End Green Lentils 2kg
East End Urid Dall Chilka 2kg,east-end-urid-dall-chilka-2kg,lentils,6.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-3.20.35-PM-rotated.jpeg,East End Urid Dall Chilka 2kg
East End Brown Lentils 2kg,east-end-brown-lentils-2kg,lentils,7.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-3.15.59-PM-rotated.jpeg,East End Brown Lentils 2kg
East End Moong Whole Beans 2kg,east-end-moong-whole-beans-2kg,lentils,8.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/East-End-Moong-Whole-Beans-2kg.jpg,East End Moong Whole Beans 2kg
East End Toor Dall Dry 2kg,east-end-toor-dall-dry-2kg,lentils,11.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-3.15.36-PM-rotated.jpeg,East End Toor Dall Dry 2kg
East End Urid Whole 2kg,east-end-urid-whole-2kg,lentils,9.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-3.07.22-PM.jpeg,East End Urid Whole 2kg
East End Split Moong Beans 2kg,east-end-split-moong-beans-2kg,lentils,9.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/East-End-Split-Moong-Beans-2kg.jpg,East End Split Moong Beans 2kg
East End Moong Dall Washed 2kg,east-end-moong-dall-washed-2kg,lentils,8.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/East-End-Moong-Dall-Washed-2kg.jpg,East End Moong Dall Washed 2kg
East End Red Split Lentils 2kg,east-end-red-split-lentils-2kg,lentils,6.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-3.01.10-PM-rotated.jpeg,East End Red Split Lentils 2kg
East End Chana Dall 2kg,east-end-chana-dall-2kg,lentils,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-06-at-3.00.57-PM-rotated.jpeg,East End Chana Dall 2kg
East End Urid Dall Washed 2kg,east-end-urid-dall-washed-2kg,lentils,9.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/EAST-END-URID-DALL-WASHED-2kg.jpg,East End Urid Dall Washed 2kg
Ali Baba Brown Beans 1kg,ali-baba-brown-beans-1kg,lentils,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-3.39.28-PM.jpeg,Ali Baba Brown Beans 1kg
Ali Baba Toor Daal 1kg,ali-baba-toor-daal-1kg,lentils,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-3.39.41-PM.jpeg,Ali Baba Toor Daal 1kg
Ali Baba Kala Chana 1kg,ali-baba-kala-chana-1kg,lentils,3.99,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-4.29.42-PM.jpeg,Ali Baba Kala Chana 1kg
Ali Baba Black Beans 800g,ali-baba-black-beans-800g,lentils,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-4.35.52-PM-rotated.jpeg,Ali Baba Black Beans 800g
Ali Baba Chick Peas 1kg,ali-baba-chick-peas-1kg,lentils,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-4.35.42-PM-rotated.jpeg,Ali Baba Chick Peas 1kg
Ali Baba Red Split Lentils 1kg,ali-baba-red-split-lentils-1kg,lentils,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-4.35.33-PM-rotated.jpeg,Ali Baba Red Split Lentils 1kg
Ali Baba Split Peas Yellow 1kg,ali-baba-split-peas-yellow-1kg,lentils,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-4.29.29-PM-rotated.jpeg,Ali Baba Split Peas Yellow 1kg
Ali Baba Black Eye Beans 1kg,ali-baba-black-eye-beans-1kg,lentils,3.99,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-4.29.15-PM-rotated.jpeg,Ali Baba Black Eye Beans 1kg
Ali Baba Urid Whole 1kg,ali-baba-urid-whole-1kg,lentils,3.49,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-4.29.05-PM-rotated.jpeg,Ali Baba Urid Whole 1kg
Ali Baba Urid Whole (gota)1kg,ali-baba-urid-whole-gota-1kg,lentils,4.99,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-3.39.13-PM-rotated.jpeg,Ali Baba Urid Whole (gota)1kg
Ali Baba Brown Lentils 1kg,ali-baba-brown-lentils-1kg,lentils,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-3.38.52-PM1-rotated.jpeg,Ali Baba Brown Lentils 1kg
Ali Baba Rosecoco Beans 500g,ali-baba-rosecoco-beans-500g,lentils,2.49,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-1.25.53-PM1.jpeg,Ali Baba Rosecoco Beans 500g
Ali Baba Red Kidney Beans 1kg,ali-baba-red-kidney-beans-1kg,lentils,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-1.28.32-PM-rotated.jpeg,Ali Baba Red Kidney Beans 1kg
Ali Baba Urid Dal 1kg,ali-baba-urid-dal-1kg,lentils,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-1.25.36-PM-rotated.jpeg,Ali Baba Urid Dal 1kg
Ali Baba Chana Dal 1kg,ali-baba-chana-dal-1kg,lentils,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-1.24.57-PM-rotated.jpeg,Ali Baba Chana Dal 1kg
Ali Baba Urid Whole 500g,ali-baba-urid-whole-500g,lentils,2.49,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-1.24.37-PM-rotated.jpeg,Ali Baba Urid Whole 500g
Ali Baba Urid Whole (gota) 500g,ali-baba-urid-whole-gota-500g,lentils,2.79,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-1.16.44-PM-rotated.jpeg,Ali Baba Urid Whole (gota) 500g
Ali Baba Chick Peas 500g,ali-baba-chick-peas-500g,lentils,2.49,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-1.16.27-PM-rotated.jpeg,Ali Baba Chick Peas 500g
Ali Baba Red Kidney Beans 500g,ali-baba-red-kidney-beans-500g,lentils,2.99,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-1.16.15-PM-rotated.jpeg,Ali Baba Red Kidney Beans 500g
Ali Baba Urid Dal White 500g,ali-baba-urid-dal-white-500g,lentils,2.99,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-1.16.03-PM-rotated.jpeg,Ali Baba Urid Dal White 500g
Ali Baba Kala Chana 500g,ali-baba-kala-chana-500g,lentils,1.99,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-1.15.51-PM-rotated.jpeg,Ali Baba Kala Chana 500g
Ali Baba Chana Dal 500g,ali-baba-chana-dal-500g,lentils,2.49,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-1.09.22-PM-rotated.jpeg,Ali Baba Chana Dal 500g
Ali Baba Whole Peas Yellow 500g,ali-baba-whole-peas-yellow-500g,lentils,2.79,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-1.09.07-PM-rotated.jpeg,Ali Baba Whole Peas Yellow 500g
Ali Baba Mung Whole 500g,ali-baba-mung-whole-500g,lentils,2.49,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-1.08.46-PM-rotated.jpeg,Ali Baba Mung Whole 500g
Ali Baba Brown Lentils (Masoor) 500g,ali-baba-brown-lentils-masoor-500g,lentils,2.49,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-1.08.35-PM-rotated.jpeg,Ali Baba Brown Lentils (Masoor) 500g
Ali Baba Red Split Lentils 500g,ali-baba-red-split-lentils-500g,lentils,2.49,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-1.08.18-PM-rotated.jpeg,Ali Baba Red Split Lentils 500g
Heera Juwar Whole 500g,heera-juwar-whole-500g,wheat-grains,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.33.42-PM-rotated.jpeg,Heera Juwar Whole 500g
Heera Marrowfat Peas 500g,heera-marrowfat-peas-500g,lentils,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.33.30-PM-rotated.jpeg,Heera Marrowfat Peas 500g
Heera Sago Seed 500g,heera-sago-seed-500g,wheat-grains,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.33.13-PM-rotated.jpeg,Heera Sago Seed 500g
Heera Popcorn 500g,heera-popcorn-500g,wheat-grains,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.33.00-PM-rotated.jpeg,Heera Popcorn 500g
Ali Baba Mixed Lentils 500g,ali-baba-mixed-lentils-500g,lentils,2.49,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.32.47-PM-rotated.jpeg,Ali Baba Mixed Lentils 500g
East End Yellow Split Peas 500g,east-end-yellow-split-peas-500g,lentils,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.16.00-PM.jpeg,East End Yellow Split Peas 500g
East End Urid Dall Chilka 500g,east-end-urid-dall-chilka-500g,lentils,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.16.11-PM.jpeg,East End Urid Dall Chilka 500g
East End Urid Dall Washed 500g,east-end-urid-dall-washed-500g,lentils,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/East-End-Urid-Dall-Washed-500g.jpg,East End Urid Dall Washed 500g
East End Moong Dall Washed 500g,east-end-moong-dall-washed-500g,lentils,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.16.33-PM.jpeg,East End Moong Dall Washed 500g
East End Moong Whole Beans 500g,east-end-moong-whole-beans-500g,lentils,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.28.19-PM.jpeg,East End Moong Whole Beans 500g
East End Gungo Peas 500g,east-end-gungo-peas-500g,lentils,2.49,,no,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.28.05-PM-rotated.jpeg,East End Gungo Peas 500g
East End Moth Whole 500g,east-end-moth-whole-500g,lentils,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.27.44-PM-rotated.jpeg,East End Moth Whole 500g
East End Rose Coco Beans 500g,east-end-rose-coco-beans-500g,lentils,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.27.24-PM-rotated.jpeg,East End Rose Coco Beans 500g
East End Dark Red Kidney Beans 500g,east-end-dark-red-kidney-beans-500g,lentils,2.60,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.27.02-PM-rotated.jpeg,East End Dark Red Kidney Beans 500g
East End Pearl Barley 500g,east-end-pearl-barley-500g,lentils,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.17.22-PM-rotated.jpeg,East End Pearl Barley 500g
East End White Kidney Beans 500g,east-end-white-kidney-beans-500g,lentils,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.10.07-PM-rotated.jpeg,East End White Kidney Beans 500g
East End Toor Dall Dry 500g,east-end-toor-dall-dry-500g,lentils,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.09.55-PM-rotated.jpeg,East End Toor Dall Dry 500g
East End Green Lentils 500g,east-end-green-lentils-500g,lentils,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.09.39-PM-rotated.jpeg,East End Green Lentils 500g
East End Brown Lentils 500g,east-end-brown-lentils-500g,lentils,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.09.28-PM-rotated.jpeg,East End Brown Lentils 500g
East End Red Split Lentils 500g,east-end-red-split-lentils-500g,lentils,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/East-End-Red-Split-Lentils-500g.jpg,East End Red Split Lentils 500g
East End Yellow Gram (Kala Chana) 1kg,east-end-yellow-gram-kala-chana-1kg,lentils,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/East-End-Yellow-Gram-Kala-Chana-1kg.jpg,East End Yellow Gram (Kala Chana) 1kg
East End Semolina Coarse 1.5kg,east-end-semolina-coarse-1-5kg,powder-grains,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/EE-SEMOLIINA-COARSE-.jpg,East End Semolina Coarse 1.5kg
East End Stoneground Cornmeal 1.5kg,east-end-stoneground-cornmeal-1-5kg,flours-atta,6.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-02-at-3.55.29-PM-rotated.jpeg,East End Stoneground Cornmeal 1.5kg
East End Cornmeal Polenta (coarse) 1.5kg,east-end-cornmeal-polenta-coarse-1-5kg,powder-grains,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2025-08-20-at-12.38.42-PM.jpeg,East End Cornmeal Polenta (coarse) 1.5kg
East End Chana Dall 1kg,east-end-chana-dall-1kg,lentils,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/EE-CHANA-DALL-1KG.jpg,East End Chana Dall 1kg
East End Urid Dall Washed 1kg,east-end-urid-dall-washed-1kg,lentils,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/EE-URID-DALL-WASHED-1KG.jpg,East End Urid Dall Washed 1kg
East End Urid Whole 1kg,east-end-urid-whole-1kg,lentils,5.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/EE-URID-WHOLE-12PC-X-1KG.jpg,East End Urid Whole 1kg
East End Moong Dall Washed 1kg,east-end-moong-dall-washed-1kg,lentils,5.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/EE-MOONG-DAL-WASH-1kg.jpg,East End Moong Dall Washed 1kg
East End Brown Lentils 1kg,east-end-brown-lentils-1kg,lentils,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/EE-BROWN-LENTILS-1KGX12PC.jpg,East End Brown Lentils 1kg
East End black Eye Beans 1kg,east-end-black-eye-beans-1kg,lentils,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/EE-BLK-EYE-BEANS-500GMX12PC.jpg,East End black Eye Beans 1kg
East End Chick Peas 1kg,east-end-chick-peas-1kg,lentils,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.00.33-PM-rotated.jpeg,East End Chick Peas 1kg
East End Chick Peas 500G,east-end-chick-peas-500g,lentils,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.00.57-PM-rotated.jpeg,East End Chick Peas 500G
East End Urid Whole 500G,east-end-urid-whole-500g,lentils,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.01.11-PM-rotated.jpeg,East End Urid Whole 500G
East End Yellow Gram (Kala Chana) 500g,east-end-yellow-gram-kala-chana-500g,lentils,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-12.01.27-PM-rotated.jpeg,East End Yellow Gram (Kala Chana) 500G
East End Moong Whole Beans 1kg,east-end-moong-whole-beans-1kg,lentils,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-11.51.42-AM.jpeg,East End Moong Whole Beans
East End Dark Red Kidney Beans 1KG,east-end-dark-red-kidney-beans-1kg,lentils,5.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-11.51.21-AM.jpeg,East End Dark Red Kidney Beans 1KG
East End Black Eye Beans 500g,east-end-black-eye-beans-500g,lentils,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-11.50.44-AM.jpeg,East End Black Eye Beans 500g
East End Rose Coco Beans 1Kg,east-end-rose-coco-beans-1kg,lentils,6.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-11.43.22-AM.jpeg,East End Rose Coco Beans 1Kg
East End Toor Daal Dry 1Kg,east-end-toor-daal-dry-1kg,lentils,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-03-at-11.43.07-AM.jpeg,East End Toor Daal Dry 1Kg
East End Red Split Lentils 1Kg,east-end-red-split-lentils-1kg,lentils,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-02-at-3.56.41-PM.jpeg,East End Red Split Lentils 1Kg
Double Horse Jaggery Powder,double-horse-jaggery-powder,powder-grains,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-13-at-12.16.27-PM.jpeg,Double Horse Jaggery Powder
Viswas Banana Chips,viswas-banana-chips,snacks-crisps,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-13-at-12.15.40-PM.jpeg,Viswas Banana Chips
Viswas Ripe Banana Chips,viswas-ripe-banana-chips,snacks-crisps,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-13-at-12.14.56-PM.jpeg,Viswas Ripe Banana Chips
Viswas Pakkavada,viswas-pakkavada,snacks-crisps,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-13-at-12.12.18-PM-rotated.jpeg,Viswas Pakkavada
Viswas Spicy Banana Chips,viswas-spicy-banana-chips,snacks-crisps,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-13-at-12.12.32-PM-rotated.jpeg,Viswas Spicy Banana Chips
Viswas Kerala Mixture,viswas-kerala-mixture,snacks-crisps,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-13-at-12.13.15-PM-rotated.jpeg,Viswas Kerala Mixture
Viswas Tapioca Chips Round (Spicy) 200g,viswas-tapioca-chips-round-spicy-200g,snacks-crisps,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-13-at-12.13.36-PM-rotated.jpeg,Viswas Tapioca Chips Round (Spicy) 200g
Viswas Onion Murukku,viswas-onion-murukku,snacks-crisps,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/08/WhatsApp-Image-2024-05-13-at-12.14.06-PM-rotated.jpeg,Viswas Onion Murukku
Haldiram Gathiya,haldiram-gathiya,snacks-crisps,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/06/8c7c948e-26d3-489e-a5db-7bfbbc78721f-e1719664415118.jpeg,Haldiram Gathiya
Haldiram Navrattan,haldiram-navrattan,snacks-crisps,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/06/ed147bc7-4614-4fd3-8d2e-0526920edabe-e1719664327492.jpeg,Haldiram Navrattan
Haldiram Sabji Pakorda,haldiram-sabji-pakorda,snacks-crisps,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/06/27469b5c-8070-41e7-b469-6b9ead81bb7e-e1719664248366.jpeg,Haldiram Sabji Pakorda
Haldiram Chai Puri,haldiram-chai-puri,snacks-crisps,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/06/dfa1b429-fd8b-48fd-9865-6274e142e685-e1719664169785.jpeg,Haldiram Chai Puri
Haldiram Nimbu Masala,haldiram-nimbu-masala,snacks-crisps,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/06/1ced8bc9-e092-49a3-91ae-36a61b657750-e1719664108639.jpeg,Haldiram Nimbu Masala
Haldiram Kashmiri Mixture,haldiram-kashmiri-mixture,snacks-crisps,2.79,,yes,https://umamifoods.ie/wp-content/uploads/2024/06/bc98d984-b0fa-4155-acf6-09913fd59544-e1719664047958.jpeg,Haldiram Kashmiri Mixture
Haldiram Kachori,haldiram-kachori,snacks-crisps,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/06/30ff3ab0-48c6-4ecc-9ee7-c7c287f48375.jpeg,Haldiram Kachori
Haldiram Mint Lachha,haldiram-mint-lachha,snacks-crisps,2.29,,yes,https://umamifoods.ie/wp-content/uploads/2024/06/5e49b767-77c0-40fc-8a2b-efca52bc42f3.jpeg,Haldiram Mint Lachha
Haldiram Bhel Mix Spicy,haldiram-bhel-mix-spicy,snacks-crisps,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2024/06/833d4064-e8ff-4974-9da1-d2c7ba379125-e1719663803752.jpeg,Haldiram Bhel Mix Spicy
Haldiram Cornflakes Mixture,haldiram-cornflakes-mixture,snacks-crisps,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2024/06/4cedde44-240f-4190-8e2e-ec64b6509673-e1719663712738.jpeg,Haldiram Cornflakes Mixture
Haldiram Malai Sev,haldiram-malai-sev,snacks-crisps,3.50,,yes,https://umamifoods.ie/wp-content/uploads/2024/06/f69148bb-d78e-43c1-84a2-b958195ab358-e1719663640759.jpeg,Haldiram Malai Sev
